rank,rank_stylectrl,model,arena_score,95_pct_ci,votes,organization,license,knowledge_cutoff,url,snapshot_date_extracted,arena_elo
45,38.0,Llama-3.3-70B-Instruct,1257.0,+4/-3,32400,Meta,Llama-3.3,Unknown,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,2025-03-18,
45,33.0,GPT-4-Turbo-2024-04-09,1256.0,+3/-2,102188,OpenAI,Proprietary,2023/12,https://platform.openai.com/docs/models/gpt-4-turbo-and-gpt-4,2025-03-18,
47,39.0,Mistral-Large-2407,1251.0,+3/-2,48214,Mistral,Mistral Research,2024/7,https://mistral.ai/news/mistral-large-2407/,2025-03-18,
47,48.0,Athene-70B,1250.0,+4/-3,20599,NexusFlow,CC-BY-NC-4.0,2024/7,https://huggingface.co/Nexusflow/Athene-70B,2025-03-18,
50,57.0,Llama-3.1-Tulu-3-70B,1243.0,+10/-9,3011,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-70B,2025-03-18,
51,38.0,GPT-4-1106-preview,1250.0,+2/-2,103760,OpenAI,Proprietary,2023/4,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-03-18,
51,52.0,Mistral-Large-2411,1248.0,+4/-3,26098,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,2025-03-18,
52,57.0,Meta-Llama-3.1-70B-Instruct,1248.0,+3/-2,58675,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-03-18,
52,36.0,Claude 3 Opus,1247.0,+2/-2,202713,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-03-18,
53,58.0,Amazon Nova Pro 1.0,1245.0,+4/-4,21377,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-03-18,
54,39.0,GPT-4-0125-preview,1245.0,+3/-2,97100,OpenAI,Proprietary,2023/12,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-03-18,
59,58.0,Reka-Core-20240904,1235.0,+6/-6,7944,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-03-18,
60,39.0,Claude 3.5 Haiku (20241022),1236.0,+4/-3,27521,Anthropic,Propretary,Unknown,https://www.anthropic.com/news/3-5-models-and-computer-use,2025-03-18,
62,60.0,Gemini-1.5-Flash-001,1227.0,+3/-3,65678,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash,2025-03-18,
63,59.0,Jamba-1.5-Large,1221.0,+7/-7,9127,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-03-18,
63,68.0,Qwen2.5-Coder-32B-Instruct,1217.0,+8/-8,5731,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,2025-03-18,
64,59.0,Gemma-2-27B-it,1220.0,+3/-3,79534,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-27b-it,2025-03-18,
64,61.0,Gemma-2-9B-it-SimPO,1216.0,+7/-4,10555,Princeton,MIT,2024/7,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,2025-03-18,
64,74.0,Amazon Nova Lite 1.0,1216.0,+5/-4,19406,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-03-18,
64,63.0,Command R+ (08-2024),1215.0,+5/-5,10542,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-03-18,
64,72.0,Mistral-Small-24B-Instruct-2501,1214.0,+5/-5,11593,Mistral,Apache 2.0,Unknown,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,2025-03-18,
64,75.0,Gemini-1.5-Flash-8B-001,1212.0,+5/-3,37700,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-flash-8b,2025-03-18,
64,58.0,Llama-3.1-Nemotron-51B-Instruct,1211.0,+10/-6,3886,Nvidia,Llama 3.1,2023/12,https://huggingface.co/nvidia/Llama-3_1-Nemotron-51B-Instruct,2025-03-18,
66,73.0,Aya-Expanse-32B,1209.0,+4/-3,28779,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-32b,2025-03-18,
66,65.0,Nemotron-4-340B-Instruct,1209.0,+5/-4,20607,Nvidia,NVIDIA Open Model,2023/6,https://huggingface.co/nvidia/Nemotron-4-340B-Instruct,2025-03-18,
66,70.0,GLM-4-0520,1206.0,+7/-6,10215,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/dev/api#language,2025-03-18,
66,66.0,Reka-Flash-20240904,1205.0,+7/-6,8139,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-03-18,
72,66.0,Llama-3-70B-Instruct,1206.0,+2/-2,163689,Meta,Llama 3 Community,2023/12,https://llama.meta.com/llama3/,2025-03-18,
72,80.0,Phi-4,1204.0,+4/-5,19848,Microsoft,MIT,Unknown,https://huggingface.co/microsoft/phi-4,2025-03-18,
76,65.0,Claude 3 Sonnet,1201.0,+3/-2,113096,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-03-18,
76,88.0,Amazon Nova Micro 1.0,1198.0,+3/-4,19448,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-03-18,
79,88.0,Hunyuan-Standard-256K,1189.0,+10/-10,2903,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-03-18,
80,75.0,Gemma-2-9B-it,1192.0,+4/-3,57209,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-9b-it,2025-03-18,
80,89.0,Llama-3.1-Tulu-3-8B,1185.0,+10/-8,3076,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-8B,2025-03-18,
81,73.0,Command R+ (04-2024),1190.0,+3/-2,80882,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r-plus-microsoft-azure/,2025-03-18,
81,74.0,Qwen2-72B-Instruct,1187.0,+4/-3,38880,Alibaba,Qianwen LICENSE,2024/6,https://qwenlm.github.io/blog/qwen2/,2025-03-18,
81,62.0,GPT-4-0314,1186.0,+3/-3,55975,OpenAI,Proprietary,2021/9,https://openai.com/research/gpt-4,2025-03-18,
82,88.0,Ministral-8B-2410,1182.0,+7/-8,5115,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,2025-03-18,
83,89.0,Aya-Expanse-8B,1180.0,+6/-6,10398,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-8b,2025-03-18,
83,78.0,Command R (08-2024),1179.0,+6/-5,10851,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-03-18,
85,80.0,Claude 3 Haiku,1179.0,+3/-2,122347,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-03-18,
85,73.0,DeepSeek-Coder-V2-Instruct,1178.0,+4/-4,15758,DeepSeek AI,DeepSeek License,2024/6,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Instruct,2025-03-18,
85,88.0,Jamba-1.5-Mini,1176.0,+6/-5,9275,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-03-18,
85,104.0,Meta-Llama-3.1-8B-Instruct,1176.0,+3/-3,52620,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-03-18,
94,73.0,GPT-4-0613,1163.0,+3/-3,91636,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-4-and-gpt-4-turbo,2025-03-18,
94,88.0,Qwen1.5-110B-Chat,1161.0,+3/-4,27439,Alibaba,Qianwen LICENSE,2024/4,https://qwenlm.github.io/blog/qwen1.5-110b/,2025-03-18,
94,103.0,Yi-1.5-34B-Chat,1157.0,+4/-3,25138,01 AI,Apache-2.0,2024/5,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,2025-03-18,
94,89.0,Reka-Flash-21B-online,1156.0,+5/-5,16023,Reka AI,Proprietary,Online,https://docs.reka.ai/http-api.html#generation,2025-03-18,
94,121.0,QwQ-32B-Preview,1153.0,+10/-9,3412,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/QwQ-32B-Preview,2025-03-18,
95,88.0,Mistral-Large-2402,1157.0,+3/-3,64936,Mistral,Proprietary,Unknown,https://mistral.ai/news/mistral-large/,2025-03-18,
96,97.0,Llama-3-8B-Instruct,1152.0,+3/-2,109109,Meta,Llama 3 Community,2023/3,https://llama.meta.com/llama3/,2025-03-18,
97,110.0,InternLM2.5-20B-chat,1149.0,+5/-6,10597,InternLM,Other,2024/8,https://huggingface.co/internlm/internlm2_5-20b-chat,2025-03-18,
98,93.0,Command R (04-2024),1149.0,+3/-3,56399,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r,2025-03-18,
98,97.0,Mistral Medium,1148.0,+3/-3,35566,Mistral,Proprietary,Unknown,https://mistral.ai/news/la-plateforme/,2025-03-18,
98,95.0,Reka-Flash-21B,1148.0,+4/-4,25815,Reka AI,Proprietary,2023/11,https://www.reka.ai/news/reka-flash-efficient-and-capable-multimodal-language-models,2025-03-18,
98,92.0,Mixtral-8x22b-Instruct-v0.1,1147.0,+3/-3,53787,Mistral,Apache 2.0,2024/4,https://mistral.ai/news/mixtral-8x22b/,2025-03-18,
98,93.0,Qwen1.5-72B-Chat,1147.0,+3/-3,40660,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-18,
98,97.0,Granite-3.1-8B-Instruct,1142.0,+10/-10,3299,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-8b-instruct,2025-03-18,
100,111.0,Gemma-2-2b-it,1144.0,+3/-3,48924,Google,Gemma license,2024/7,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-2b-it,2025-03-18,
108,93.0,Gemini-1.0-Pro-001,1131.0,+5/-5,18806,Google,Proprietary,2023/4,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.0-pro,2025-03-18,
108,103.0,Zephyr-ORPO-141b-A35b-v0.1,1127.0,+8/-9,4865,HuggingFace,Apache 2.0,2024/4,https://huggingface.co/HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,2025-03-18,
109,105.0,Qwen1.5-32B-Chat,1125.0,+4/-4,22771,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5-32b/,2025-03-18,
109,111.0,Granite-3.1-2B-Instruct,1119.0,+10/-10,3382,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-2b-instruct,2025-03-18,
110,110.0,Phi-3-Medium-4k-Instruct,1123.0,+4/-5,26109,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct,2025-03-18,
110,121.0,Starling-LM-7B-beta,1119.0,+6/-4,16679,Nexusflow,Apache-2.0,2024/3,https://huggingface.co/Nexusflow/Starling-LM-7B-beta,2025-03-18,
112,101.0,Gemini Pro,1110.0,+8/-7,6558,Google,Proprietary,2023/4,https://blog.google/technology/ai/gemini-api-developers-cloud/,2025-03-18,
113,116.0,Yi-34B-Chat,1111.0,+5/-6,15934,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat,2025-03-18,
114,113.0,Mixtral-8x7B-Instruct-v0.1,1114.0,+0/-0,76136,Mistral,Apache 2.0,2023/12,https://mistral.ai/news/mixtral-of-experts/,2025-03-18,
115,114.0,Qwen1.5-14B-Chat,1109.0,+4/-3,18680,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-18,
115,114.0,WizardLM-70B-v1.0,1106.0,+6/-5,8383,Microsoft,Llama 2 Community,2023/8,https://huggingface.co/WizardLM/WizardLM-70B-V1.0,2025-03-18,
115,119.0,Meta-Llama-3.2-3B-Instruct,1103.0,+7/-6,8396,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-03-18,
116,101.0,GPT-3.5-Turbo-0125,1106.0,+4/-3,68879,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5-turbo,2025-03-18,
116,111.0,DBRX-Instruct-Preview,1103.0,+3/-3,33742,Databricks,DBRX LICENSE,2023/12,https://www.databricks.com/blog/introducing-dbrx-new-state-art-open-llm,2025-03-18,
116,120.0,Tulu-2-DPO-70B,1099.0,+7/-6,6661,AllenAI/UW,AI2 ImpACT Low-risk,2023/11,https://huggingface.co/allenai/tulu-2-dpo-70b,2025-03-18,
117,117.0,Phi-3-Small-8k-Instruct,1102.0,+4/-4,18478,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-small-8k-instruct,2025-03-18,
121,111.0,Granite-3.0-8B-Instruct,1093.0,+8/-7,7002,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.0-8b-instruct,2025-03-18,
124,131.0,Llama-2-70B-chat,1093.0,+3/-3,39609,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,2025-03-18,
124,116.0,OpenChat-3.5-0106,1091.0,+5/-5,12992,OpenChat,Apache-2.0,2024/1,https://huggingface.co/openchat/openchat-3.5-0106,2025-03-18,
124,121.0,Vicuna-33B,1091.0,+4/-4,22945,LMSYS,Non-commercial,2023/8,https://huggingface.co/lmsys/vicuna-33b-v1.3,2025-03-18,
124,116.0,Snowflake Arctic Instruct,1090.0,+4/-4,34187,Snowflake,Apache 2.0,2024/4,https://www.snowflake.com/blog/arctic-open-efficient-foundation-language-models-snowflake/,2025-03-18,
124,126.0,Starling-LM-7B-alpha,1088.0,+6/-6,10417,UC Berkeley,CC-BY-NC-4.0,2023/11,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha,2025-03-18,
125,134.0,Nous-Hermes-2-Mixtral-8x7B-DPO,1084.0,+9/-9,3837,NousResearch,Apache-2.0,2024/1,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,2025-03-18,
125,132.0,NV-Llama2-70B-SteerLM-Chat,1081.0,+10/-8,3637,Nvidia,Llama 2 Community,2023/11,https://huggingface.co/nvidia/Llama2-70B-SteerLM-Chat,2025-03-18,
126,118.0,Gemma-1.1-7B-it,1084.0,+3/-4,25070,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-7b-it,2025-03-18,
130,119.0,DeepSeek-LLM-67B-Chat,1077.0,+8/-7,4988,DeepSeek AI,DeepSeek License,2023/11,https://huggingface.co/deepseek-ai/deepseek-llm-67b-chat,2025-03-18,
130,119.0,OpenChat-3.5,1076.0,+8/-7,8112,OpenChat,Apache-2.0,2023/11,https://huggingface.co/openchat/openchat_3.5,2025-03-18,
131,122.0,OpenHermes-2.5-Mistral-7B,1074.0,+8/-8,5088,NousResearch,Apache-2.0,2023/11,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,2025-03-18,
131,128.0,Granite-3.0-2B-Instruct,1073.0,+8/-6,7191,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.0-2b-instruct,2025-03-18,
132,137.0,Mistral-7B-Instruct-v0.2,1072.0,+4/-3,20063,Mistral,Apache-2.0,2023/12,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,2025-03-18,
132,137.0,Phi-3-Mini-4K-Instruct-June-24,1070.0,+6/-5,12807,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2025-03-18,
132,137.0,Qwen1.5-7B-Chat,1070.0,+7/-8,4873,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-18,
132,134.0,Dolphin-2.2.1-Mistral-7B,1063.0,+15/-13,1713,Cognitive Computations,Apache-2.0,2023/10,https://huggingface.co/ehartford/dolphin-2.2.1-mistral-7b,2025-03-18,
134,114.0,GPT-3.5-Turbo-1106,1068.0,+5/-5,17034,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2025-03-18,
134,141.0,Phi-3-Mini-4k-Instruct,1066.0,+4/-3,21100,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2025-03-18,
134,137.0,SOLAR-10.7B-Instruct-v1.0,1062.0,+8/-8,4290,Upstage AI,CC-BY-NC-4.0,2023/11,https://huggingface.co/upstage/SOLAR-10.7B-Instruct-v1.0,2025-03-18,
137,141.0,Llama-2-13b-chat,1063.0,+5/-5,19718,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf,2025-03-18,
139,137.0,WizardLM-13b-v1.2,1058.0,+7/-6,7177,Microsoft,Llama 2 Community,2023/7,https://huggingface.co/WizardLM/WizardLM-13B-V1.2,2025-03-18,
143,149.0,Meta-Llama-3.2-1B-Instruct,1054.0,+7/-6,8523,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-03-18,
143,141.0,SmolLM2-1.7B-Instruct,1046.0,+13/-14,2372,HuggingFace,Apache 2.0,Unknown,https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B-Instruct,2025-03-18,
144,144.0,Zephyr-7B-beta,1053.0,+4/-6,11321,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-beta,2025-03-18,
144,137.0,MPT-30B-chat,1045.0,+11/-11,2648,MosaicML,CC-BY-NC-SA-4.0,2023/6,https://huggingface.co/mosaicml/mpt-30b-chat,2025-03-18,
144,145.0,CodeLlama-70B-instruct,1041.0,+17/-17,1193,Meta,Llama 2 Community,2024/1,https://huggingface.co/codellama/CodeLlama-70b-hf,2025-03-18,
144,141.0,Zephyr-7B-alpha,1041.0,+12/-13,1812,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha,2025-03-18,
147,145.0,CodeLlama-34B-instruct,1043.0,+6/-8,7510,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf,2025-03-18,
147,139.0,Vicuna-13B,1042.0,+6/-4,19770,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5,2025-03-18,
149,146.0,Gemma-7B-it,1037.0,+4/-5,9183,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it,2025-03-18,
149,146.0,Phi-3-Mini-128k-Instruct,1037.0,+5/-5,21640,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,2025-03-18,
149,161.0,Llama-2-7B-chat,1037.0,+4/-5,14532,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,2025-03-18,
149,137.0,Qwen-14B-Chat,1035.0,+9/-6,5067,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat,2025-03-18,
149,134.0,falcon-180b-chat,1034.0,+12/-18,1328,TII,Falcon-180B TII License,2023/9,https://huggingface.co/tiiuae/falcon-180B-chat,2025-03-18,
149,147.0,Guanaco-33B,1032.0,+13/-10,2997,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged,2025-03-18,
158,150.0,Gemma-1.1-2b-it,1021.0,+6/-5,11345,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it,2025-03-18,
158,153.0,StripedHyena-Nous-7B,1017.0,+9/-7,5277,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B,2025-03-18,
159,167.0,OLMo-7B-instruct,1015.0,+7/-7,6503,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct,2025-03-18,
162,160.0,Mistral-7B-Instruct-v0.1,1008.0,+8/-6,9145,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,2025-03-18,
162,161.0,Vicuna-7B,1005.0,+7/-7,7013,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5,2025-03-18,
163,148.0,PaLM-Chat-Bison-001,1003.0,+7/-8,8716,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models,2025-03-18,
165,166.0,Gemma-2B-it,989.0,+9/-9,4921,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it,2025-03-18,
166,162.0,Qwen1.5-4B-Chat,988.0,+7/-6,7821,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-18,
169,168.0,Koala-13B,964.0,+8/-6,7024,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/,2025-03-18,
169,169.0,ChatGLM3-6B,955.0,+8/-8,4765,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b,2025-03-18,
171,168.0,GPT4All-13B-Snoozy,932.0,+11/-13,1789,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy,2025-03-18,
171,169.0,MPT-7B-Chat,928.0,+10/-9,4000,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat,2025-03-18,
171,174.0,ChatGLM2-6B,924.0,+15/-13,2709,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b,2025-03-18,
171,172.0,RWKV-4-Raven-14B,922.0,+8/-10,4919,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven,2025-03-18,
175,169.0,Alpaca-13B,901.0,+7/-7,5864,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html,2025-03-18,
175,175.0,OpenAssistant-Pythia-12B,893.0,+7/-8,6368,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,2025-03-18,
176,177.0,ChatGLM-6B,879.0,+10/-8,4985,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b,2025-03-18,
177,177.0,FastChat-T5-3B,868.0,+8/-8,4287,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0,2025-03-18,
179,180.0,StableLM-Tuned-Alpha-7B,840.0,+11/-9,3338,Stability AI,CC-BY-NC-SA-4.0,2023/4,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,2025-03-18,
179,177.0,Dolly-V2-12B,822.0,+11/-11,3483,Databricks,MIT,2023/4,https://huggingface.co/databricks/dolly-v2-12b,2025-03-18,
180,179.0,LLaMA-13B,799.0,+14/-13,2445,Meta,Non-commercial,2023/2,https://arxiv.org/abs/2302.13971,2025-03-18,
1,2.0,Grok-3-Preview-02-24,1406.0,+6/-6,8926,xAI,Proprietary,Unknown,https://x.ai/blog/grok-3,2025-03-17,
1,2.0,chocolate (Early Grok-3),1402.0,+5/-6,13864,xAI,Proprietary,Unknown,https://x.com/lmarena_ai/status/1891706264800936307,2025-03-17,
1,1.0,GPT-4.5-Preview,1400.0,+6/-7,8297,OpenAI,Proprietary,Unknown,https://openai.com/index/introducing-gpt-4-5/,2025-03-17,
4,7.0,Gemini-2.0-Flash-Thinking-Exp-01-21,1383.0,+4/-4,20943,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-flash-thinking-exp-01-21,2025-03-17,
4,4.0,Gemini-2.0-Pro-Exp-02-05,1380.0,+4/-4,18866,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-pro-exp-02-05,2025-03-17,
4,2.0,ChatGPT-4o-latest (2025-01-29),1375.0,+5/-3,20777,OpenAI,Proprietary,Unknown,https://help.openai.com/en/articles/9624314-model-release-notes,2025-03-17,
7,5.0,DeepSeek-R1,1360.0,+5/-6,11355,DeepSeek,MIT,Unknown,https://api-docs.deepseek.com/news/news250120,2025-03-17,
7,11.0,Gemini-2.0-Flash-001,1356.0,+4/-6,16645,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys-1121&model=gemini-2.0-flash-001,2025-03-17,
7,4.0,o1-2024-12-17,1352.0,+4/-4,23258,OpenAI,Proprietary,Unknown,https://openai.com/index/o1-and-new-tools-for-developers/,2025-03-17,
10,11.0,Qwen2.5-Max,1339.0,+5/-5,15411,Alibaba,Proprietary,Unknown,https://qwenlm.github.io/blog/qwen2.5-max/,2025-03-17,
10,11.0,Gemma-3-27B-it,1338.0,+8/-10,4794,Google,Gemma,Unknown,http://aistudio.google.com/app/prompts/new_chat?model=gemma-3-27b-it,2025-03-17,
10,8.0,o1-preview,1335.0,+4/-4,33185,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/o1,2025-03-17,
11,11.0,o3-mini-high,1326.0,+6/-4,12604,OpenAI,Proprietary,Unknown,https://platform.openai.com/docs/guides/reasoning#reasoning-effort,2025-03-17,
13,14.0,DeepSeek-V3,1318.0,+4/-3,22854,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V3,2025-03-17,
13,18.0,QwQ-32B,1312.0,+10/-10,2691,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/QwQ-32B,2025-03-17,
14,16.0,Qwen-Plus-0125,1310.0,+8/-7,6058,Alibaba,Proprietary,Unknown,https://www.alibabacloud.com/help/en/model-studio/developer-reference/what-is-qwen-llm,2025-03-17,
14,18.0,GLM-4-Plus-0111,1310.0,+7/-8,6041,Zhipu,Proprietary,Unknown,https://bigmodel.cn/dev/howuse/glm-4,2025-03-17,
14,15.0,Hunyuan-TurboS-20250226,1303.0,+13/-16,1443,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-03-17,
15,16.0,Gemini-2.0-Flash-Lite,1309.0,+5/-5,16354,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-flash-lite,2025-03-17,
15,15.0,o3-mini,1305.0,+4/-4,19024,OpenAI,Proprietary,Unknown,https://openai.com/index/openai-o3-mini/,2025-03-17,
15,21.0,Step-2-16K-Exp,1304.0,+7/-7,5131,StepFun,Proprietary,Unknown,https://platform.stepfun.com/docs/llm/text,2025-03-17,
15,21.0,o1-mini,1304.0,+3/-3,54981,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/o1,2025-03-17,
15,16.0,Gemini-1.5-Pro-002,1302.0,+3/-3,58691,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-pro-002,2025-03-17,
15,7.0,Claude 3.7 Sonnet,1300.0,+7/-6,8411,Anthropic,Proprietary,Unknown,https://www.anthropic.com/news/claude-3-7-sonnet,2025-03-17,
15,16.0,Hunyuan-Turbo-0110,1296.0,+13/-14,1473,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-03-17,
24,23.0,Grok-2-08-13,1288.0,+3/-3,67112,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2025-03-17,
24,27.0,Yi-Lightning,1287.0,+4/-4,28966,01 AI,Proprietary,Unknown,https://platform.lingyiwanwu.com/docs#%E6%A8%A1%E5%9E%8B%E4%B8%8E%E8%AE%A1%E8%B4%B9,2025-03-17,
